"transformation_type","input_items","output_items","metadata"
"crafting","[""Pink Tulip""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Cactus Flower""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Pink Petals""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Peony""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Block of Lapis Lazuli""]","[""Lapis Lazuli""]","{""category"": ""materials""}"
"crafting","[""Pitcher Plant""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Azure Bluet""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Oxeye Daisy""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""White Tulip""]","[""Dye""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Allium""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Lilac""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Closed Eyeblossom""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Blue Orchid""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Melon Slice""]","[""Melon Seeds""]","{""category"": ""materials""}"
"crafting","[""Pumpkin""]","[""Pumpkin Seeds""]","{""category"": ""materials""}"
"crafting","[""Gold Ingot""]","[""Gold Nugget""]","{""category"": ""materials""}"
"crafting","[""Block of Diamond""]","[""Diamond""]","{""category"": ""materials""}"
"crafting","[""Block of Emerald""]","[""Emerald""]","{""category"": ""materials""}"
"crafting","[""Iron Ingot""]","[""Iron Nugget""]","{""category"": ""materials""}"
"crafting","[""Bone Meal""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Lily of the Valley""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Ink Sac""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Wither Rose""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Cocoa Beans""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Lapis Lazuli""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Cornflower""]","[""Dye""]","{""category"": ""materials""}"
"crafting","[""Netherite Scrap"", ""Gold Ingot""]","[""Netherite Ingot""]","{""category"": ""materials""}"
"crafting","[""Block of Netherite""]","[""Netherite Ingot""]","{""category"": ""materials""}"
"crafting","[""Block of Copper""]","[""Copper Ingot""]","{""has_alternatives"": true, ""category"": ""materials""}"
"crafting","[""Copper Nugget""]","[""Copper Ingot""]","{""category"": ""materials""}"
"crafting","[""Block of Raw Iron""]","[""Raw Iron""]","{""category"": ""materials""}"
"crafting","[""Block of Raw Gold""]","[""Raw Gold""]","{""category"": ""materials""}"
"crafting","[""Block of Raw Copper""]","[""Raw Copper""]","{""category"": ""materials""}"
"crafting","[""Block of Resin""]","[""Resin Clump""]","{""category"": ""materials""}"
"crafting","[""Copper Ingot""]","[""Copper Nugget""]","{""category"": ""materials""}"
"crafting","[""Paper"", ""Leather""]","[""Book""]","{""category"": ""miscellaneous""}"
"crafting","[""Compass"", ""Paper""]","[""Empty Map""]","{""category"": ""miscellaneous""}"
"crafting","[""Empty Map"", ""Map""]","[""Map""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Blaze Powder"", ""Ender Pearl""]","[""Eye of Ender""]","{""category"": ""miscellaneous""}"
"crafting","[""Blaze Powder"", ""Coal"", ""Gunpowder""]","[""Fire Charge""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Blaze Powder"", ""Charcoal"", ""Gunpowder""]","[""Fire Charge""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Ink Sac"", ""Book"", ""Feather""]","[""Book and Quill""]","{""category"": ""miscellaneous""}"
"crafting","[""Written Book"", ""Book and Quill""]","[""Written Book""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Glass"", ""Nether Star"", ""Obsidian""]","[""Beacon""]","{""category"": ""miscellaneous""}"
"crafting","[""Paper"", ""Gunpowder""]","[""Firework Rocket""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Firework Star"", ""Paper"", ""Gunpowder""]","[""Firework Rocket""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Dye"", ""Head"", ""Glowstone Dust"", ""Diamond"", ""Gunpowder""]","[""Firework Star""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Dye"", ""Gold Nugget"", ""Diamond"", ""Glowstone Dust"", ""Gunpowder""]","[""Firework Star""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Dye"", ""Feather"", ""Diamond"", ""Glowstone Dust"", ""Gunpowder""]","[""Firework Star""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Fire Charge"", ""Glowstone Dust"", ""Diamond"", ""Dye"", ""Gunpowder""]","[""Firework Star""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Firework Star"", ""Dye""]","[""Firework Star""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"crafting","[""Leather""]","[""Leather Horse Armor""]","{""category"": ""miscellaneous""}"
"crafting","[""Sugar Cane""]","[""Paper""]","{""category"": ""miscellaneous""}"
"crafting","[""Nautilus Shell"", ""Heart of the Sea""]","[""Conduit""]","{""category"": ""miscellaneous""}"
"crafting","[""Enchanted Golden Apple"", ""Paper""]","[""Thing Banner Pattern""]","{""category"": ""miscellaneous""}"
"crafting","[""Creeper Head"", ""Paper""]","[""Creeper Charge Banner Pattern""]","{""category"": ""miscellaneous""}"
"crafting","[""Wither Skeleton Skull"", ""Paper""]","[""Skull Charge Banner Pattern""]","{""category"": ""miscellaneous""}"
"crafting","[""Paper"", ""Oxeye Daisy""]","[""Flower Charge Banner Pattern""]","{""category"": ""miscellaneous""}"
"crafting","[""Bricks"", ""Paper""]","[""Field Masoned Banner Pattern""]","{""category"": ""miscellaneous""}"
"crafting","[""Vines"", ""Paper""]","[""Bordure Indented Banner Pattern""]","{""category"": ""miscellaneous""}"
"crafting","[""Disc Fragment""]","[""Music Disc""]","{""category"": ""miscellaneous""}"
"crafting","[""Cobblestone"", ""Diamond"", ""Coast Armor Trim""]","[""Coast Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Dune Armor Trim"", ""Diamond"", ""Sandstone""]","[""Dune Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""End Stone"", ""Diamond"", ""Eye Armor Trim""]","[""Eye Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Rib Armor Trim"", ""Diamond"", ""Netherrack""]","[""Rib Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Sentry Armor Trim"", ""Cobblestone"", ""Diamond""]","[""Sentry Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Blackstone"", ""Diamond"", ""Snout Armor Trim""]","[""Snout Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Spire Armor Trim"", ""Purpur Block"", ""Diamond""]","[""Spire Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Prismarine"", ""Tide Armor Trim"", ""Diamond""]","[""Tide Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Cobblestone"", ""Vex Armor Trim"", ""Diamond""]","[""Vex Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Ward Armor Trim"", ""Cobbled Deepslate"", ""Diamond""]","[""Ward Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Mossy Cobblestone"", ""Wild Armor Trim"", ""Diamond""]","[""Wild Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Terracotta"", ""Diamond"", ""Host Armor Trim""]","[""Host Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Terracotta"", ""Raiser Armor Trim"", ""Diamond""]","[""Raiser Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Shaper Armor Trim"", ""Terracotta"", ""Diamond""]","[""Shaper Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Silence Armor Trim"", ""Cobbled Deepslate"", ""Diamond""]","[""Silence Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Wayfinder Armor Trim"", ""Terracotta"", ""Diamond""]","[""Wayfinder Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Flow Armor Trim"", ""Breeze Rod"", ""Diamond""]","[""Flow Armor Trim""]","{""category"": ""miscellaneous""}"
"crafting","[""Bolt Armor Trim"", ""Block of Copper"", ""Diamond""]","[""Bolt Armor Trim""]","{""has_alternatives"": true, ""category"": ""miscellaneous""}"
"smelting","[""Potato""]","[""Baked Potato""]","{}"
"smelting","[""Kelp""]","[""Dried Kelp""]","{}"
"smelting","[""Raw Beef""]","[""Steak""]","{}"
"smelting","[""Raw Porkchop""]","[""Cooked Porkchop""]","{}"
"smelting","[""Raw Mutton""]","[""Cooked Mutton""]","{}"
"smelting","[""Raw Chicken""]","[""Cooked Chicken""]","{}"
"smelting","[""Raw Rabbit""]","[""Cooked Rabbit""]","{}"
"smelting","[""Raw Cod""]","[""Cooked Cod""]","{}"
"smelting","[""Raw Salmon""]","[""Cooked Salmon""]","{}"
"smelting","[""Raw Iron""]","[""Iron Ingot""]","{}"
"smelting","[""Raw Copper""]","[""Copper Ingot""]","{}"
"smelting","[""Raw Gold""]","[""Gold Ingot""]","{}"
"smelting","[""Nether Gold Ore""]","[""Gold Ingot""]","{}"
"smelting","[""Ancient Debris""]","[""Netherite Scrap""]","{}"
"smelting","[""Redstone Ore""]","[""Redstone Dust""]","{}"
"smelting","[""Deepslate Redstone Ore""]","[""Redstone Dust""]","{}"
"smelting","[""Coal Ore""]","[""Coal""]","{}"
"smelting","[""Deepslate Coal Ore""]","[""Coal""]","{}"
"smelting","[""Emerald Ore""]","[""Emerald""]","{}"
"smelting","[""Deepslate Emerald Ore""]","[""Emerald""]","{}"
"smelting","[""Lapis Lazuli Ore""]","[""Lapis Lazuli""]","{}"
"smelting","[""Deepslate Lapis Lazuli Ore""]","[""Lapis Lazuli""]","{}"
"smelting","[""Diamond Ore""]","[""Diamond""]","{}"
"smelting","[""Deepslate Diamond Ore""]","[""Diamond""]","{}"
"smelting","[""Nether Quartz Ore""]","[""Nether Quartz""]","{}"
"smelting","[""Iron Ore""]","[""Iron Ingot""]","{}"
"smelting","[""Deepslate Iron Ore""]","[""Iron Ingot""]","{}"
"smelting","[""Copper Ore""]","[""Copper Ingot""]","{}"
"smelting","[""Deepslate Copper Ore""]","[""Copper Ingot""]","{}"
"smelting","[""Gold Ore""]","[""Gold Ingot""]","{}"
"smelting","[""Deepslate Gold Ore""]","[""Gold Ingot""]","{}"
"smelting","[""Shovel""]","[""Iron Nugget""]","{}"
"smelting","[""Pickaxe""]","[""Iron Nugget""]","{}"
"smelting","[""Axe""]","[""Iron Nugget""]","{}"
"smelting","[""Hoe""]","[""Iron Nugget""]","{}"
"smelting","[""Sword""]","[""Iron Nugget""]","{}"
"smelting","[""Chainmail Helmet""]","[""Iron Nugget""]","{}"
"smelting","[""Chainmail Chestplate""]","[""Iron Nugget""]","{}"
"smelting","[""Chainmail Leggings""]","[""Iron Nugget""]","{}"
"smelting","[""Chainmail Boots""]","[""Iron Nugget""]","{}"
"smelting","[""Iron Helmet""]","[""Iron Nugget""]","{}"
"smelting","[""Iron Chestplate""]","[""Iron Nugget""]","{}"
"smelting","[""Iron Leggings""]","[""Iron Nugget""]","{}"
"smelting","[""Iron Boots""]","[""Iron Nugget""]","{}"
"smelting","[""Iron Horse Armor""]","[""Iron Nugget""]","{}"
"smelting","[""Shovel""]","[""Gold Nugget""]","{}"
"smelting","[""Pickaxe""]","[""Gold Nugget""]","{}"
"smelting","[""Axe""]","[""Gold Nugget""]","{}"
"smelting","[""Hoe""]","[""Gold Nugget""]","{}"
"smelting","[""Sword""]","[""Gold Nugget""]","{}"
"smelting","[""Golden Helmet""]","[""Gold Nugget""]","{}"
"smelting","[""Golden Chestplate""]","[""Gold Nugget""]","{}"
"smelting","[""Golden Leggings""]","[""Gold Nugget""]","{}"
"smelting","[""Golden Boots""]","[""Gold Nugget""]","{}"
"smelting","[""Golden Horse Armor""]","[""Gold Nugget""]","{}"
"smelting","[""Shovel""]","[""Copper Nugget""]","{}"
"smelting","[""Pickaxe""]","[""Copper Nugget""]","{}"
"smelting","[""Axe""]","[""Copper Nugget""]","{}"
"smelting","[""Hoe""]","[""Copper Nugget""]","{}"
"smelting","[""Sword""]","[""Copper Nugget""]","{}"
"smelting","[""Copper Helmet""]","[""Copper Nugget""]","{}"
"smelting","[""Copper Chestplate""]","[""Copper Nugget""]","{}"
"smelting","[""Copper Leggings""]","[""Copper Nugget""]","{}"
"smelting","[""Copper Boots""]","[""Copper Nugget""]","{}"
"smelting","[""Copper Horse Armor""]","[""Copper Nugget""]","{}"
"smelting","[""Cobblestone""]","[""Stone""]","{}"
"smelting","[""Stone""]","[""Smooth Stone""]","{}"
"smelting","[""Stone Bricks""]","[""Cracked Stone Bricks""]","{}"
"smelting","[""Cobbled Deepslate""]","[""Deepslate""]","{}"
"smelting","[""Cobbled Deepslate Variants""]","[""Cracked Deepslate Bricks""]","{}"
"smelting","[""Cobbled Deepslate Variants""]","[""Cracked Deepslate Tiles""]","{}"
"smelting","[""Sandstone""]","[""Smooth Sandstone""]","{}"
"smelting","[""Red Sandstone""]","[""Smooth Red Sandstone""]","{}"
"smelting","[""Nether Bricks""]","[""Cracked Nether Bricks""]","{}"
"smelting","[""Basalt""]","[""Smooth Basalt""]","{}"
"smelting","[""Blackstone Variants""]","[""Cracked Polished Blackstone Bricks""]","{}"
"smelting","[""Block of Quartz""]","[""Smooth Quartz""]","{}"
"smelting","[""Clay""]","[""Terracotta""]","{}"
"smelting","[""Terracotta""]","[""White Glazed Terracotta""]","{}"
"smelting","[""Sand""]","[""Glass""]","{}"
"smelting","[""Wet Sponge""]","[""Sponge""]","{}"
"smelting","[""Log""]","[""Charcoal""]","{}"
"smelting","[""Wood""]","[""Charcoal""]","{}"
"smelting","[""Stripped Log""]","[""Charcoal""]","{}"
"smelting","[""Stripped Wood""]","[""Charcoal""]","{}"
"smelting","[""Chorus Fruit""]","[""Popped Chorus Fruit""]","{}"
"smelting","[""Sea Pickle""]","[""Dye""]","{}"
"smelting","[""Cactus""]","[""Dye""]","{}"
"smelting","[""Clay Ball""]","[""Brick""]","{}"
"smelting","[""Netherrack""]","[""Nether Brick""]","{}"
"smelting","[""Resin Clump""]","[""Resin Brick""]","{}"
"smelting","[""Oak Leaves""]","[""Leaf Litter""]","{}"
"smithing","[""Diamond Helmet"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Netherite Helmet""]","{}"
"smithing","[""Diamond Chestplate"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Netherite Chestplate""]","{}"
"smithing","[""Diamond Leggings"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Netherite Leggings""]","{}"
"smithing","[""Diamond Boots"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Netherite Boots""]","{}"
"smithing","[""Sword"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Sword""]","{}"
"smithing","[""Pickaxe"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Pickaxe""]","{}"
"smithing","[""Axe"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Axe""]","{}"
"smithing","[""Shovel"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Shovel""]","{}"
"smithing","[""Hoe"", ""Netherite Upgrade"", ""Netherite Ingot""]","[""Hoe""]","{}"
"smithing","[""Netherite Ingot"", ""Netherite Upgrade"", ""Diamond Spear""]","[""Netherite Spear""]","{}"
"smithing","[""Resin Brick"", ""Netherite Ingot"", ""Dune Armor Trim"", ""Raiser Armor Trim"", ""Diamond"", ""Snout Armor Trim"", ""Silence Armor Trim"", ""Leather Pants"", ""Netherite Helmet"", ""Bolt Armor Trim"", ""Golden Leggings"", ""Turtle Shell"", ""Iron Chestplate"", ""Host Armor Trim"", ""Diamond Boots"", ""Iron Ingot"", ""Flow Armor Trim"", ""Emerald"", ""Redstone Dust"", ""Rib Armor Trim"", ""Ward Armor Trim"", ""Lapis Lazuli"", ""Copper Boots"", ""Chainmail Chestplate"", ""Wild Armor Trim"", ""Shaper Armor Trim"", ""Eye Armor Trim"", ""Copper Ingot"", ""Gold Ingot"", ""Nether Quartz"", ""Spire Armor Trim"", ""Amethyst Shard"", ""Vex Armor Trim"", ""Sentry Armor Trim"", ""Wayfinder Armor Trim"", ""Tide Armor Trim"", ""Coast Armor Trim""]","[""Netherite Helmet""]","{}"
"stonecutter","[""Stone""]","[""Stone Variants""]","{}"
"stonecutter","[""Stone""]","[""Stone Bricks""]","{}"
"stonecutter","[""Stone""]","[""Chiseled Stone Bricks""]","{}"
"stonecutter","[""Cobblestone""]","[""Cobblestone Variants""]","{}"
"stonecutter","[""Mossy Cobblestone""]","[""Mossy Cobblestone Variants""]","{}"
"stonecutter","[""Smooth Stone""]","[""Smooth Stone Variants""]","{}"
"stonecutter","[""Stone Bricks""]","[""Stone Variants""]","{}"
"stonecutter","[""Stone Bricks""]","[""Chiseled Stone Bricks""]","{}"
"stonecutter","[""Mossy Stone Bricks""]","[""Mossy Stone Brick Variants""]","{}"
"stonecutter","[""Granite""]","[""Granite Variants""]","{}"
"stonecutter","[""Granite Variants""]","[""Granite Variants""]","{}"
"stonecutter","[""Diorite""]","[""Diorite Variants""]","{}"
"stonecutter","[""Diorite Variants""]","[""Diorite Variants""]","{}"
"stonecutter","[""Andesite""]","[""Andesite Variants""]","{}"
"stonecutter","[""Andesite Variants""]","[""Andesite Variants""]","{}"
"stonecutter","[""Cobbled Deepslate""]","[""Cobbled Deepslate Variants""]","{}"
"stonecutter","[""Cobbled Deepslate Variants""]","[""Cobbled Deepslate Variants""]","{}"
"stonecutter","[""Tuff""]","[""Tuff Variants""]","{}"
"stonecutter","[""Tuff Variants""]","[""Tuff Variants""]","{}"
"stonecutter","[""Bricks""]","[""Brick Variants""]","{}"
"stonecutter","[""Mud Bricks""]","[""Mud Brick Variants""]","{}"
"stonecutter","[""Resin Bricks""]","[""Resin Brick Variants""]","{}"
"stonecutter","[""Sandstone""]","[""Sandstone Variants""]","{}"
"stonecutter","[""Smooth Sandstone""]","[""Smooth Sandstone Variants""]","{}"
"stonecutter","[""Sandstone"", ""Sandstone Variants""]","[""Cut Sandstone Slab""]","{}"
"stonecutter","[""Red Sandstone""]","[""Red Sandstone Variants""]","{}"
"stonecutter","[""Smooth Red Sandstone""]","[""Smooth Red Sandstone Variants""]","{}"
"stonecutter","[""Red Sandstone Variants"", ""Red Sandstone""]","[""Cut Red Sandstone Slab""]","{}"
"stonecutter","[""Prismarine""]","[""Prismarine Variants""]","{}"
"stonecutter","[""Prismarine Bricks""]","[""Prismarine Brick Stairs""]","{}"
"stonecutter","[""Prismarine Bricks""]","[""Prismarine Brick Slab""]","{}"
"stonecutter","[""Dark Prismarine""]","[""Dark Prismarine Variants""]","{}"
"stonecutter","[""Nether Bricks""]","[""Nether Bricks Variants""]","{}"
"stonecutter","[""Red Nether Bricks""]","[""Red Nether Bricks Variants""]","{}"
"stonecutter","[""Basalt""]","[""Polished Basalt""]","{}"
"stonecutter","[""Blackstone""]","[""Blackstone Variants""]","{}"
"stonecutter","[""Blackstone Variants""]","[""Blackstone Variants""]","{}"
"stonecutter","[""End Stone""]","[""End Stone Bricks""]","{}"
"stonecutter","[""End Stone""]","[""End Stone Brick Variants""]","{}"
"stonecutter","[""End Stone Bricks""]","[""End Stone Brick Variants""]","{}"
"stonecutter","[""Purpur Block""]","[""Purpur Variants""]","{}"
"stonecutter","[""Block of Quartz""]","[""Quarz Variants""]","{}"
"stonecutter","[""Smooth Quartz""]","[""Smooth Quartz Variants""]","{}"
"stonecutter","[""Block of Copper""]","[""Copper Variants""]","{}"
"stonecutter","[""Copper Variants""]","[""Copper Variants""]","{}"
"crafting","[""Flint"", ""Iron Ingot""]","[""Flint and Steel""]","{""category"": ""crafting""}"
"crafting","[""String"", ""Stick""]","[""Fishing Rod""]","{""category"": ""crafting""}"
"crafting","[""Diamond"", ""Stick""]","[""Axe""]","{""category"": ""crafting""}"
"crafting","[""Diamond"", ""Stick""]","[""Pickaxe""]","{""category"": ""crafting""}"
"crafting","[""Diamond"", ""Stick""]","[""Hoe""]","{""category"": ""crafting""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Hoe""]","{""category"": ""crafting""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Blackstone"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Planks"", ""Stick""]","[""Hoe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Hoe""]","{""category"": ""crafting""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Pickaxe""]","{""category"": ""crafting""}"
"crafting","[""Planks"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Blackstone"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Shovel""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Shovel""]","{""category"": ""crafting""}"
"crafting","[""Diamond"", ""Stick""]","[""Shovel""]","{""category"": ""crafting""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Blackstone"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Planks"", ""Stick""]","[""Pickaxe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Planks"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Cobblestone"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Blackstone"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Cobbled Deepslate"", ""Stick""]","[""Axe""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Stick"", ""Iron Ingot""]","[""Axe""]","{""category"": ""crafting""}"
"crafting","[""Iron Ingot""]","[""Shears""]","{""category"": ""crafting""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Pickaxe""]","{""category"": ""crafting""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Shovel""]","{""category"": ""crafting""}"
"crafting","[""Gold Ingot"", ""Stick""]","[""Axe""]","{""category"": ""crafting""}"
"crafting","[""Carrot"", ""Fishing Rod""]","[""Carrot on a Stick""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Fishing Rod"", ""Warped Fungus""]","[""Warped Fungus on a Stick""]","{""has_alternatives"": true, ""category"": ""crafting""}"
"crafting","[""Copper Ingot"", ""Stick"", ""Feather""]","[""Brush""]","{""category"": ""crafting""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Axe""]","{""category"": ""crafting""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Hoe""]","{""category"": ""crafting""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Pickaxe""]","{""category"": ""crafting""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Shovel""]","{""category"": ""crafting""}"
"crafting","[""Stick"", ""Copper Ingot""]","[""Sword""]","{""category"": ""crafting""}"
"trading","[""Coal""]","[""Emerald""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Iron Helmet""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Iron Chestplate""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Iron Leggings""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Iron Boots""]","{""villager_type"": ""Armorer""}"
"trading","[""Iron Ingot""]","[""Emerald""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Bell""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Chainmail Leggings""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Chainmail Boots""]","{""villager_type"": ""Armorer""}"
"trading","[""Lava Bucket""]","[""Emerald""]","{""villager_type"": ""Armorer""}"
"trading","[""Diamond""]","[""Emerald""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Chainmail Helmet""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Chainmail Chestplate""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Shield""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Enchanted Diamond Leggings""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Enchanted Diamond Boots""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Enchanted Diamond Helmet""]","{""villager_type"": ""Armorer""}"
"trading","[""Emerald""]","[""Enchanted Diamond Chestplate""]","{""villager_type"": ""Armorer""}"
"trading","[""Raw Chicken""]","[""Emerald""]","{""villager_type"": ""Butcher""}"
"trading","[""Raw Rabbit""]","[""Emerald""]","{""villager_type"": ""Butcher""}"
"trading","[""Raw Porkchop""]","[""Emerald""]","{""villager_type"": ""Butcher""}"
"trading","[""Emerald""]","[""Rabbit Stew""]","{""villager_type"": ""Butcher""}"
"trading","[""Coal""]","[""Emerald""]","{""villager_type"": ""Butcher""}"
"trading","[""Emerald""]","[""Cooked Chicken""]","{""villager_type"": ""Butcher""}"
"trading","[""Emerald""]","[""Cooked Porkchop""]","{""villager_type"": ""Butcher""}"
"trading","[""Raw Beef""]","[""Emerald""]","{""villager_type"": ""Butcher""}"
"trading","[""Raw Mutton""]","[""Emerald""]","{""villager_type"": ""Butcher""}"
"trading","[""Dried Kelp Block""]","[""Emerald""]","{""villager_type"": ""Butcher""}"
"trading","[""Sweet Berries""]","[""Emerald""]","{""villager_type"": ""Butcher""}"
"trading","[""Paper""]","[""Emerald""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald""]","[""Empty Map""]","{""villager_type"": ""Cartographer""}"
"trading","[""Glass Pane""]","[""Emerald""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald"", ""Compass""]","[""Explorer Map""]","{""villager_type"": ""Cartographer""}"
"trading","[""Compass""]","[""Emerald""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald"", ""Compass""]","[""Ocean Explorer Map""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald"", ""Compass""]","[""Trial Explorer Map""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald""]","[""Item Frame""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald""]","[""Banner""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald""]","[""Globe Banner Pattern""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald"", ""Compass""]","[""Woodland Explorer Map""]","{""villager_type"": ""Cartographer""}"
"trading","[""Rotten Flesh""]","[""Emerald""]","{""villager_type"": ""Cleric""}"
